City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
146,San Patricio,US,85.89,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
148,Vila Franca Do Campo,PT,75.61,light rain,37.7167,-25.4333,Pestana Bahia Praia
150,Marakkanam,IN,83.82,overcast clouds,12.2,79.95,Samvasa by the Sea
152,Camacha,PT,74.62,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
153,Lubao,PH,82.11,overcast clouds,14.9167,120.55,Hacienda Gracia
154,Sambava,MG,72.0,light rain,-14.2667,50.1667,Melrose
156,Barmer,IN,86.16,broken clouds,25.75,71.3833,Jain Dharamshala
161,Mersing,MY,75.11,light rain,2.4312,103.8405,Timotel Hotel
163,Mumford,GH,78.73,broken clouds,5.2618,-0.759,Spanish Villa
166,Marsh Harbour,BS,85.44,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
170,Puerto Ayacucho,VE,86.88,scattered clouds,5.6639,-67.6236,Posada Turistica Manapiare
171,Bonthe,SL,81.75,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
173,Ponta Do Sol,PT,84.83,scattered clouds,32.6667,-17.1,Hotel do Campo
176,Kahului,US,77.85,clear sky,20.8947,-156.47,Maui Seaside Hotel
177,Hithadhoo,MV,82.15,clear sky,-0.6,73.0833,Scoop Guest House
179,Agadir,MA,82.85,clear sky,30.4202,-9.5982,Iberostar Founty Beach
180,Salalah,OM,78.89,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
188,Paracuru,BR,79.11,few clouds,-3.41,-39.0306,Hotel Vento Brasil
191,Atlantic City,US,75.02,few clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
196,Upata,VE,84.2,scattered clouds,8.0086,-62.3989,Posada Villa Nela
197,Lahad Datu,MY,73.08,overcast clouds,5.0268,118.327,The 27th House
200,Grand-Santi,GF,92.59,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
201,Ellisras,ZA,84.34,clear sky,-23.6649,27.7443,Lapa le le guesthouse
203,Cabo San Lucas,MX,87.06,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
204,Gizo,SB,80.89,light rain,-8.103,156.8419,Imagination Island
205,Srivardhan,IN,79.25,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
206,Saint-Philippe,RE,71.19,scattered clouds,-21.3585,55.7679,Le four à pain
207,Pingdingshan,CN,72.18,clear sky,33.7385,113.3012,Chengfu Hotel
211,Souillac,MU,71.98,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
212,Haapiti,PF,74.93,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
215,Hambantota,LK,80.08,broken clouds,6.1241,81.1185,Bungalow 63
217,Trincomalee,LK,82.9,few clouds,8.5711,81.2335,Welcombe Hotel
219,Caravelas,BR,80.6,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
220,Katobu,ID,72.39,broken clouds,-4.9408,122.5276,La Ode Husein
224,Kumluca,TR,83.34,clear sky,36.3703,30.2869,Akkol Apart
225,Beohari,IN,75.22,overcast clouds,24.05,81.3833,Shivanshu tiwari
226,Manggar,ID,81.07,broken clouds,-2.8833,108.2667,Guest Hotel
227,Shimoda,JP,70.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
228,Cockburn Town,TC,83.97,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
229,Santiago,CL,74.28,clear sky,-33.4569,-70.6483,Hotel Panamericano
230,Gulabpura,IN,81.61,broken clouds,25.9,74.6667,Hotel N chandra
231,Karratha,AU,73.08,clear sky,-20.7377,116.8463,ibis Styles Karratha
232,Lucapa,AO,83.75,broken clouds,-8.4192,20.7447,Lírio Mendes
233,Shache,CN,80.2,overcast clouds,38.4167,77.2406,Delong Hotel
234,Bengkulu,ID,76.37,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
238,Sao Joao Da Barra,BR,78.89,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
241,Aksu,CN,77.07,clear sky,41.1231,80.2644,Pudong Holiday Hotel
249,Hamilton,US,77.43,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
253,Juntas,CR,82.62,overcast clouds,10.2809,-84.9595,Hotel Pueblo Antiguo Abangares and Hot Springs
254,Katsuura,JP,73.81,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
255,Khash,IR,83.03,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
257,Asau,RO,74.32,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
259,Cayenne,GF,91.44,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
261,Blythe,US,81.03,clear sky,33.6103,-114.5964,Rodeway Inn & Suites
262,Cabinda,AO,75.88,overcast clouds,-5.55,12.2,Hotel Maiombe
263,Padang,ID,77.74,overcast clouds,-0.9492,100.3543,Mercure Padang
264,Bijar,IR,72.28,clear sky,35.8668,47.6051,رنگ فروشي جواهري
266,Abu Zabad,SD,85.75,overcast clouds,12.35,29.25,حامد محمد نور
267,Belmonte,BR,81.91,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
270,Tutoia,BR,85.5,few clouds,-2.7619,-42.2744,Pousada Guará's
272,Ribeira Grande,PT,77.4,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
274,Makakilo City,US,75.52,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
276,Bandundu,CD,91.69,overcast clouds,-3.3167,17.3667,Coja Color
278,Naze,JP,81.52,scattered clouds,28.3667,129.4833,Shishime Hotel
279,Pokhara,NP,70.63,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
286,Cabedelo,BR,84.87,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
287,San Cristobal,VE,77.18,scattered clouds,7.7669,-72.225,Pirineos
291,Chateaudun,FR,73.54,few clouds,48.0833,1.3333,"Logis Hôtel ""Entre Beauce & Perche"""
292,The Valley,AI,87.66,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
293,Ipixuna,BR,94.15,few clouds,-1.7625,-48.8043,Chalé do Mato
300,Sehithwa,BW,88.05,clear sky,-20.4667,22.7167,MONLEK GUEST HOUSE
305,Samarai,PG,79.74,scattered clouds,-10.6167,150.6667,Nuli Sapi
309,Bibiani,GH,80.15,moderate rain,6.4635,-2.3194,Rodick Hotel
310,Ipilan,PH,76.44,light rain,8.8431,117.9033,Brookes Inn
311,Raymondville,US,86.95,few clouds,26.4815,-97.7831,La Quinta Inn & Suites by Wyndham Raymondville
313,Magangue,CO,84.2,overcast clouds,9.242,-74.7547,Abu Dhabi hotel´s
317,Havelock,US,78.06,scattered clouds,34.8791,-76.9013,Sherwood Motel
318,Kambove,CD,81.72,overcast clouds,-10.8764,26.5969,Pat. Mukendi
319,Nisia Floresta,BR,89.98,overcast clouds,-6.0911,-35.2086,Rancho Crepusculo
322,Trairi,BR,87.15,few clouds,-3.2778,-39.2689,janelas do mar
326,Monrovia,LR,82.17,broken clouds,6.3005,-10.7969,Sunset Inn
329,Gusau,NG,85.35,broken clouds,12.1628,6.6614,GUEST INN
332,Ovria,GR,88.12,clear sky,38.1833,21.7167,Dionisos Elia
334,Kieta,PG,77.38,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
335,Luanda,AO,77.0,few clouds,-8.8368,13.2343,EPIC SANA Luanda
337,Bintulu,MY,82.81,light rain,3.1667,113.0333,900 Boutique INN
340,Port Moresby,PG,77.14,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
343,Sola,VU,79.09,few clouds,-13.8833,167.55,Leumerus Bungalows
344,Filadelfia,US,73.02,few clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
346,Bayir,TR,79.32,clear sky,37.2687,28.2167,Hotel Babadag
348,Port Elizabeth,ZA,70.11,broken clouds,-33.918,25.5701,39 On Nile Guest House
349,Blantyre,MW,71.76,overcast clouds,-15.785,35.0085,Home Up Guest House
350,Mitsamiouli,KM,75.74,light rain,-11.3847,43.2844,Foyer ADM
352,Tual,ID,81.5,few clouds,-5.6667,132.75,Grand Vilia Hotel
353,Mao,ES,82.96,scattered clouds,39.8885,4.2658,ARTIEM Capri
355,Barcelos,PT,77.92,broken clouds,41.5388,-8.6151,Hotel Do Terço
356,Saint-Pierre,RE,71.28,clear sky,-21.3393,55.4781,Alize Plage
357,Kuah,MY,78.78,few clouds,6.3265,99.8432,Azio Hotel
359,Ambon,ID,80.24,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
364,Senanga,ZM,88.68,few clouds,-16.1167,23.2667,Zango lodge
366,Gambiran,ID,78.48,scattered clouds,-6.7988,111.4951,GUBUK KU
368,Cairns,AU,75.15,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
370,Howard Springs,AU,80.51,broken clouds,-12.497,131.047,buffalo beach hostel
371,Segou,ML,93.33,broken clouds,13.4317,-6.2157,Comme chez soi
375,Catuday,PH,80.85,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
377,Tabuk,PH,75.11,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
378,Marsa Matruh,EG,79.09,clear sky,31.3525,27.2453,Beau Site
381,Nueva Germania,PY,76.6,overcast clouds,-23.9,-56.5667,Estancia Ña Luisa
383,Odweyne,SO,80.13,broken clouds,9.4092,45.064,Eng Hiirey House
386,Kandrian,PG,76.86,light rain,-6.2167,149.55,Kandrian Station
390,Lethem,GY,92.57,clear sky,3.3803,-59.7968,Savannah Inn
392,Ahuimanu,US,76.71,clear sky,21.4447,-157.8378,Paradise Bay Resort
395,Meadow Lake,US,71.49,clear sky,34.8014,-106.5436,TumbleWeed RV Park
397,Kharan,PK,90.54,clear sky,28.5833,65.4167,Dil Aram Bangla
399,Los Chiles,CR,79.23,broken clouds,11.0333,-84.7167,Cabinas y Apartamentos Felicia
403,Ardesen,TR,72.55,scattered clouds,41.1911,40.9875,Green Suada Hotel
408,Callaguip,PH,80.62,broken clouds,18.0714,120.4867,Pangil Beach Resort
410,Lorengau,PG,81.36,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
416,Natal,BR,89.82,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
418,Marzuq,YE,89.42,scattered clouds,14.4,46.4667,حيد القفلة
422,Dingle,PH,75.76,light rain,10.9995,122.6711,SEGAYA PROPERTY
423,Kariai,GR,73.2,clear sky,37.3,22.5,Arhontiko Parnona
425,Sulangan,PH,83.8,overcast clouds,11.1373,123.7228,Maia's Beach Resort
429,Granadilla De Abona,ES,71.94,few clouds,28.1188,-16.576,Hotel Rural Senderos De Abona
431,Alyangula,AU,76.03,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
435,Saint-Joseph,RE,70.18,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
439,Una,IN,77.72,heavy intensity rain,20.8167,71.0333,Hotel Harbhole
441,Crowley,US,81.97,clear sky,30.2141,-92.3746,"Motel 6 Crowley, LA"
444,Mocoa,CO,79.05,overcast clouds,1.1493,-76.6466,selvamorena
448,Morondava,MG,76.3,clear sky,-20.2833,44.2833,La Case Bambou
449,Tambun,ID,82.49,scattered clouds,-6.2641,107.0712,Metland Hotel Bekasi
455,Rameswaram,IN,81.39,few clouds,9.2833,79.3,Daiwik Hotels Rameswaram
456,Dongying,CN,70.93,overcast clouds,37.4564,118.4856,Wanda Realm
457,Vila Velha,BR,80.55,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
458,Manokwari,ID,77.47,clear sky,-0.8667,134.0833,Swiss Belhotel Manokwari
459,Presidencia Roque Saenz Pena,AR,74.5,clear sky,-26.7852,-60.4388,Hotel Gualok
460,Fukue,JP,79.81,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
461,Alugan,PH,79.65,overcast clouds,12.2188,125.4808,JM Lodge
463,Camargo,MX,73.72,clear sky,27.6667,-105.1667,Hotel Santa Fe
467,Puerto Colombia,CO,87.89,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
468,Muros,ES,78.1,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
469,Manta,EC,74.62,overcast clouds,-0.95,-80.7333,Balandra Hotel
471,Rio Grande,BR,73.51,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
474,Lodwar,KE,92.44,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
475,Kirakira,SB,78.94,few clouds,-10.4544,161.9205,SanBiz Lodge
478,Port-Gentil,GA,82.36,scattered clouds,-0.7193,8.7815,Fengshui Residence
479,Gigmoto,PH,80.22,overcast clouds,13.7796,124.39,Cj's Travellers Inn
481,Phaltan,IN,75.51,overcast clouds,17.9833,74.4333,Hotel New Vijay
483,Rincon,US,81.86,few clouds,32.296,-81.2354,Days Inn Rincon
486,Najran,SA,93.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
489,Verona,IT,86.14,few clouds,45.4167,11.0333,Hotel Verona
490,Laurel,US,76.87,broken clouds,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
492,Lazaro Cardenas,MX,80.76,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
494,Maria Chiquita,PA,83.3,overcast clouds,9.4431,-79.7558,La Casa del Rio
495,Faya,SA,77.11,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
496,Russell,US,80.96,clear sky,32.3502,-85.1999,Macs
502,Gwadar,PK,80.91,clear sky,25.1216,62.3254,Sadaf Resort
504,Coahuayana,MX,81.27,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
506,Bosaso,SO,92.66,clear sky,11.2842,49.1816,Red Sea Hotel
509,Mwinilunga,ZM,83.57,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
512,Palm Springs,US,81.03,clear sky,33.8303,-116.5453,The Colony Palms Hotel and Bungalows
513,Solhan,TR,73.26,clear sky,38.9634,41.0293,Solhan Ogretmenevi
514,Boa Vista,BR,91.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
515,Tautira,PF,75.11,light rain,-17.7333,-149.15,Pension Oaoa
516,Kudahuvadhoo,MV,81.54,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
517,Sur,OM,89.35,scattered clouds,22.5667,59.5289,Sur Plaza Hotel
518,Santa Fe,AR,73.02,light rain,-31.6333,-60.7,Conquistador Hotel
519,Resistencia,AR,73.09,clear sky,-27.4606,-58.9839,Niyat Urban Hotel
521,Quatre Cocos,MU,71.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
522,Kavieng,PG,81.55,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
523,Varca,IN,78.8,broken clouds,15.2167,73.9167,"Taj Exotica Resort & Spa, Goa Benaulim"
524,Labrea,BR,91.63,heavy intensity rain,-7.2586,-64.7981,Hotel Novo Horizonte
527,Benghazi,LY,80.19,clear sky,32.1167,20.0667,Tibesti Hotel
528,Ostuni,IT,83.98,overcast clouds,40.7276,17.5764,Hotel Relais La Sommità
531,Los Llanos De Aridane,ES,75.13,few clouds,28.6585,-17.9182,Valle Aridane
532,Huntsville,US,77.4,clear sky,34.7304,-86.5861,Embassy Suites by Hilton Huntsville
534,Rodnykove,UA,73.13,broken clouds,45.043,33.9541,otel Space
536,Maputo,MZ,74.88,clear sky,-25.9653,32.5892,Pestana Rovuma
538,Mana,GF,87.82,overcast clouds,5.6592,-53.7767,LE SAMANA
539,Pamfila,GR,80.31,clear sky,39.1567,26.5217,GOLDEN SUN ROOMS
541,Mineiros,BR,86.36,broken clouds,-17.5694,-52.5511,Pilões Palace Hotel
542,Talara,PE,70.56,scattered clouds,-4.5772,-81.2719,Hostal Oro Negro
543,Panama City,PA,83.28,broken clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
544,Tukrah,LY,79.41,clear sky,32.5341,20.5791,Lagrota restaurant
548,Luohe,CN,70.25,clear sky,33.5717,114.0353,BNB 29-Tunxi Old Street Branch
550,Pitimbu,BR,84.79,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
551,Tonj,SS,79.72,light rain,7.2737,28.6822,Lakan Hotel
554,Nabire,ID,74.88,few clouds,-3.3667,135.4833,Hotel Nusantara I
555,Kampot,KH,82.45,overcast clouds,10.6167,104.1833,Two Moons Hotel
556,Mangan,IN,75.34,overcast clouds,27.5167,88.5333,Hotel Mout View
557,Akyab,MM,80.19,clear sky,20.15,92.9,ဟိုတယ် မန်မိုရီ
558,Tateyama,JP,71.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
559,Ambilobe,MG,76.15,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
560,Port Blair,IN,77.04,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
564,Develi,TR,78.15,clear sky,38.3906,35.4922,DEVELİ TEACHER AND ASO
565,Tanabe,JP,76.91,broken clouds,33.7333,135.3667,美吉屋旅館
568,Tirodi,IN,74.41,light rain,21.6833,79.7,Sameer Ali
570,Yenangyaung,MM,79.57,broken clouds,20.4667,94.8833,Hotel Country
572,Saint-Georges,GD,87.48,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
573,Aden,YE,89.85,broken clouds,12.7794,45.0367,Sama Emirate Hotel
574,Kombissiri,BF,91.09,overcast clouds,12.0656,-1.3375,Mitibkieta Annexe
575,Karpathos,GR,78.76,clear sky,35.507,27.2132,Alex
577,Horta,PT,76.64,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
579,Katakwi,UG,74.59,overcast clouds,1.8911,33.9661,Homestay Katakwi
582,Itarema,BR,87.33,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
586,Berbera,SO,92.97,few clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
589,Malumfashi,NG,85.62,overcast clouds,11.7853,7.6218,INFINITY CYBER CAFE MALUMFASHI
591,Bahia Blanca,AR,74.32,overcast clouds,-38.7196,-62.2724,Hotel Argos
595,Milagros,PH,81.55,light rain,12.2181,123.5095,Jomajean Garden
596,Tsabong,BW,86.97,clear sky,-26.0217,22.401,Springbok Motel
597,Mahibadhoo,MV,81.32,scattered clouds,3.7833,72.9667,Omadhoo Inn
600,Porto Tolle,IT,76.19,moderate rain,44.9497,12.3245,Klaus sas di Boscolo Claudio & c.
603,Japura,ID,74.86,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
610,Inhambane,MZ,73.38,few clouds,-23.865,35.3833,Oceano
611,Cap Malheureux,MU,71.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
612,Yenagoa,NG,82.81,moderate rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
615,Luganville,VU,77.36,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
618,Mount Isa,AU,78.57,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
620,Ormara,PK,80.42,clear sky,25.2088,64.6357,Kenara Colony House for Rent
626,Sampit,ID,73.54,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
627,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
628,Savelugu,GH,85.53,light rain,9.6244,-0.8253,Yoo Naa's Palace
630,Margherita,IN,75.34,overcast clouds,27.2833,95.6833,Dehing Guest House
631,Wajima,JP,72.61,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
632,Chipinge,ZW,70.68,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
635,Ajdabiya,LY,81.81,clear sky,30.7554,20.2263,منزلة الحاج سالم خليفة العيساويه الزواوي
636,Bahar,IR,77.16,clear sky,34.9072,48.4414,هتل ولفجر
637,Aguada De Pasajeros,CU,85.91,overcast clouds,22.385,-80.8508,CASA MAMÁ
646,Namatanai,PG,78.51,light rain,-3.6667,152.4333,Seagulls Inn Namatani
647,Misratah,LY,84.72,clear sky,32.3754,15.0925,Almasa Hotel
648,Grasse,FR,85.26,clear sky,43.6667,6.9167,LA BASTIDE SAINT ANTOINE
650,Vinh Long,VN,76.98,overcast clouds,10.25,105.9667,Phuong Thao Homestay
651,Kamariotissa,GR,75.67,broken clouds,40.4833,25.4667,Niki Beach
652,Ferry Pass,US,83.7,clear sky,30.5102,-87.2125,Hampton Inn Pensacola-Airport (Cordova Mall Area)
653,Camabatela,AO,73.51,moderate rain,-8.1881,15.375,Comércio e Prestação de Serviços
654,Wanning,CN,79.95,clear sky,18.8003,110.3967,Paradise Hotel
657,Ewa Beach,US,76.95,broken clouds,21.3156,-158.0072,Base Lodging
658,Anahuac,MX,80.53,clear sky,27.2333,-100.15,HOTEL SAN FELIPE
660,Bartica,GY,89.92,broken clouds,6.4,-58.6167,Sloth Island Nature Resort
662,Nouadhibou,MR,82.38,broken clouds,20.931,-17.0347,El Medina
663,Uige,AO,75.09,moderate rain,-7.6087,15.0613,Hotel Catraio
664,Honiara,SB,76.95,few clouds,-9.4333,159.95,Heritage Park Hotel
665,La Cruz,MX,81.05,broken clouds,23.9167,-106.9,Jesús angel
666,Samfya,ZM,83.53,overcast clouds,-11.3649,29.5565,Chita Lodge Samfya
667,Hopelchen,MX,83.86,overcast clouds,19.7667,-89.85,Hotel Jaguar
668,Puerto Guzman,CO,79.21,overcast clouds,0.9703,-76.5858,Hotel Campo Verde
670,Yulin,CN,79.95,overcast clouds,22.6333,110.15,罗弟天海大厦
671,Moroni,KM,77.0,light rain,-11.7022,43.2551,Hotel Les Arcades
672,Bairiki,KI,80.6,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
675,Markapur,IN,86.74,overcast clouds,15.7333,79.2833,VIHARI GRAND INN
676,Qianjiang,CN,74.84,few clouds,30.4151,112.8859,Shell Qianjiang City Qianjiang bus station Hotel
680,Alta Floresta,BR,91.22,smoke,-9.8756,-56.0861,Floresta Amazonica Hotel
681,Labuan,MY,77.36,moderate rain,5.2767,115.2417,Tiara Labuan Hotel
682,Hobyo,SO,77.99,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
